ISSUE_ID,COMMENT,
LUCENE-7715,"OK, I just applied the patch to understand how it works. It looks good to me, I'll merge it soon. Thanks Paul!",
LUCENE-7715,Thanks Adrien.,
LUCENE-7717,"I think that in org.apache.lucene.search.uhighlight.MultiTermHighlighting.extractAutomata() condition ""if (query instanceof AutomatonQuery)"" should be the last in ""if"" chain",
LUCENE-7717,Hello Dmitry. - I am attaching potential test case adapted from your code snippet (no pun intended) in the description. The test passes locally for me though. Could you perhaps try running it locally too and adapt/adjust it and with/without the MultiTermHighlighting change you mention? Thanks. - Christine,
LUCENE-7717,"At some point after MultiTermHighlighting.java was first written, PrefixQuery was altered to be a subclass of AutomatonQuery.  So PrefixQuery detection could simply be removed now, I think, since it's handled via AutomatonQuery condition. I'm working on debugging to see why this fails & a proper test.  (the test would go in TestUnifiedHighlighterMTQ by the way)",
LUCENE-7717,"Here's my take on it:  The UnifiedHighlighter (and PostingsHighlighter from which it derives) processes the MultiTermQueries (e.g. wildcards) in the query and creates multiple CharacterRunAutomaton intended to match the same things.  CharacterRunAutomaton takes a Automaton as input, and when it does it's processing, it matches the Character code points (integers from 0 to 0x10FFFF) against the integers in the Automaton.  However, this strategy assumes that the Automaton was constructed based on character code points.  But AutomatonQuery.getAutomaton is intended to match byte by byte (integers 0 to 255).  PrefixQuery.toAutomaton will get 2 bytes for the the ""я"" in BytesRef form, and add 2 states.  This does not line up with the assumptions of CharacterRunAutomaton. A short term immediate ""fix"" is simply to put AutomatonQuery last in the if-else list as Dmitry indicated.  As such, PrefixQuery will work again.  This was broken by LUCENE-6367 (Lucene 5.1).  TermRangeQuery, which also now extends AutomatonQuery, will likewise work – broken by LUCENE-5879 (Lucene 5.2).  Again, back when MultiTermHighlighting was first written, neither of those queries extended AutomatonQuery.  But there will be bugs for other types of AutomatonQuery (namely WildcardQuery and RegexpQuery) that have yet to be reported. Robert Muir or Michael McCandless I wonder if you have any thoughts on how to fix this.  An idea I have is to not use a CharacterRunAutomaton in the UnifiedHighlighter; use a ByteRunAutomaton instead.  Then, add ByteRunAutomaton.run(char[] ...etc) that converts each character to the equivalent UTF8 bytes to match.  Even with that, I wonder if this points to areas to improve the automata API so that people don't bump into this trap in the future.  For example, maybe have the Automata self-report if it's byte oriented, Unicode codepoint oriented, or something custom.  Then, RunAutomaton could throw an exception if there is a mis-match.  However that would be a runtime error; maybe the Automata could be typed. Any way, what I'd like to do is do a short term fix that addresses many common cases and the title of this issue. And then do a more thorough fix in a follow-on issue.  Ishan Chattopadhyaya do you think this could go into 6.4.2 or are you only looking for ""critical"" issues?  It's debatable what's critical and not.  This bug has been around since 5.1 so perhaps it isn't.",
LUCENE-7717,"Here's a patch. It fixed the MultiTermHighlighting class in both the postingshighlight package as well as uhighlight.  It adds a test method to TestUnifiedHighlighterMTQ.  I also beefed up the test for a related method testWhichMTQMatched to avoid potential inadvertent changes to the CharRunAutomata toString that people might depend on.  It appears there was no breakage in this case but until I added more query types, wether it did or didn't break wasn't apparent.",
LUCENE-7717,IntelliJ IDEA has clued me into this else-if having dead code paths for a long while now here and I'm kicking myself for putting it off – LOL.,
LUCENE-7717,"David Smiley, I don't mind including this fix, if you think this is a low risk fix and should be included. Feel free to backport this one to the release branch. I'm anyway waiting for SOLR-10215 as of now.",
LUCENE-7717,Closing.  I'll create a linked follow-up bug issue for WildcardQuery (also applies to Regexp) where we can discuss how to deal with that – the more overall fix.  I don't think that one should hold up a 6.4.2.  It'll likely result in removing the PrefixQuery and TermRangeQuery sections in MultiTermHighlighting.,
LUCENE-7717,"Hello Christine I saw your test. I think that 	""I"" is not suitable data for test, because StandardAnalyzer converts data to lower case (but PrefixQuery doesn't) 	why ""random""? Сould be better make text array String[] texts =  {""i"", ""я"", }  and run for each? Best regards",
LUCENE-7718,"Ishan, can you commit this change to master and branch_6x?",
LUCENE-7719,"Wow, this is a great catch Dmitry Malinin!  Thank you for opening the precursor issue. AutomatonQuery.getAutomaton really must return a UTF8-oriented automaton because that matches how the terms are indexed into Lucene, and what the automaton will be intersected with, to run the query. We should fix the javadocs to say this. And it is sort of annoying that these differences are not strongly typed, but the Automaton class is really agnostic to what ints you are putting onto its transitions. But, yeah, for highlighting, we are operating in UTF16 space, and so I think we need some way to have the CharacterRunAutomaton interface on top of a UTF8 automaton?  Maybe we should abstract out a separate interface that MultiTermHighlighting would use?  It seems it only uses the run method, to test if a given term is accepted?  And then, as you suggested, we could easily convert the incoming char[] to UTF8 BytesRef and use the byteRunAutomaton.run on that.",
LUCENE-7719,"Here is a patch for consideration. First of all, I realized that this bug is very minor because only some AutomatonQuery.getAutomaton are binary (I thought they all were); others are char based.  The ones that are binary in Lucene are PrefixQuery and TermRangeQuery, both of which are special cased in MultiTermHighlighting.  So practically speaking I think the only users to see this bug would be anyone building a custom AutomatonQuery.  Nonetheless this should be cleaned up and actually tested. The patch: 	Adds a fairly thorough test with lots of randomized unicode, testing PrefixQuery, TermRangeQuery, WildcardQuery, and FuzzyQuery 	removes the special casing of AutomatonQuery subclasses in MultiTermHighlighting.  AQ is handled generically now. 	added AutomatonQuery.isAutomatonBinary() with a new field to match. 	if the AQ.getAutomaton is not binary, we follow a simple/obvious pat 	if the automaton is binary, then I produce a CharRunAutomaton implementing run() to navigate the Automaton char by char.  It makes a BytesRunAutomaton on the automaton.  I inlined the one and two byte UTF char logic from UnicodeUtil.UTF16toUTF8.  If the char needs more bytes, then I call out to UTF16toUTF8 and work off the generated byte array for the remaining chars.  I think this is more maintainable, albeit slower, than reproducing the logic. I added a perf TODO in MultiTermHighlighting.java to have CompiledAutomaton expose the ByteRunAutomaton so that we don't need to rebuild it here.  The construction cost seems less than trivial as it determinizes the automaton and does other work.  Is this a big deal?  It seems kinda sorta; it depends.",
LUCENE-7719,"Michael McCandless What do you think of the patch?  In particular, I wonder what you think of: 	AutomatonQuery.isAutomatonBinary().  This is a very simple/innocent addition.  It's a shame Automaton.isBinary (or something similar) doesn't exist. 	See my TODO last paragraph above.  Also note even if that were done, the CompiledAutomaton isn't exposed by AutomatonQuery any way; so we'd need an accessor.  Perhaps alternatively AutomatonQuery might expose both a CharRunAutomaton and ByteRunAutomaton (i.e. move some of the code in this patch to there)?  If that wouldn't potentially be useful to other users then nevermind. 	The approach to convert chars to bytes at each step",
LUCENE-7719,Ping Michael McCandless since you've been involved with AutomatonQuery and automata in general. If you're too busy then I think the change to AutomatonQuery is innocent enough so I'm comfortable committing the patch as-is. I'm not sure if this will make 7.0 or not but I don't think it matters – no back-compat issue / API issue.,
LUCENE-7724,Beasting with the repro line (after s/test/test-nocompile/ [1]) on the tip of branch_6x failed 3/150 iterations on my box -> 2% failure rate. [1] ant compile-test ; (for a in {1..500} ; do ant test-nocompile <remainder of repro line> ; done) 2>&1 | tee ~/output.txt,
LUCENE-7726,"which does in fact seem to be invalid HTML ... aren't & always suppose to be encoded as & ... even in URLs? That's the problem. Easy to fix. Just commit a fix or open issue about it. I noticed it already about a month ago, but had no time to fix it.",
LUCENE-7726,"I'm suprised the java8 javadocs/linter don't warn about this. We don't have a full HTML validator involved. In addition, for HTML5, the entity escaping can be left out, if it is unambiguous. This mimics the behaviour most browsers out there always had (because most web devs out there did this wrong). So the produced HTML is valid (HTML5) and also leads to no problems in HTML4 browsers. But we should still fix it. The requirement to escape also attributes is a requirement of just Java 9's Javac (which is a bug from the HTML5 perspective, but a good thing, too).",
LUCENE-7726,"There is also another TODO (separate issue, I'll open one): pegdown (the markdown processor) is also incompatible to Java 9; but it reached its end of life. The developer points to a new replacement lib - I just have to rewrite the Java code a bit. This is on my ""mental TODO list...."" since build 154 of Java 9.",
LUCENE-7726,"Patch fixing this issue. You can still not build full documentation because of failing ""pegdown"" processor, but that's a separate issue.",
LUCENE-7726,Thanks Hoss Man for reminding me!,
LUCENE-7726,"FYI, here is the HTML5 definition of ""ambiguous ampersand"": https://www.w3.org/TR/html5/syntax.html#syntax-ambiguous-ampersand. In fact, Java 9's Javadocs and Javac parser do not use that definition, which may be seen as a bug, but in fact this definition is just horrible and was added to make sloppy web developers happy...",
LUCENE-7728,Another reproducing branch_6x failure from Policeman Jenkins https://jenkins.thetaphi.de/job/Lucene-Solr-6.x-MacOSX/737/,
LUCENE-7728,Another reprodcing master failure: https://elasticsearch-ci.elastic.co/job/apache+lucene-solr+master/9262/console,
LUCENE-7728,"Another reproducing master failure from my Jenkins (not sure of commit sha, since job history has expired, but the email notification arrived on July 1st)",
LUCENE-7731,Thanks chillon.m!,
LUCENE-7749,This is a bug indeed! Would you like to submit a patch? We are soon going to release 6.5.1 so I think it would be nice to have that fix in.,
LUCENE-7749,I went ahead and worked on a patch to have it for 6.5.1 in time.,
LUCENE-7749,"Adrien Grand , thank you for working the on fix. I dont have lucene development set up here, but the patch may still need one more fix to work correctly (looking at 6.5.0 with your patch). Actually LRUQueryCache#CachingWrapperWeight not delegating the scorerSupplier was one of the problem, but there is another problem related to BulkScorer, if you look at the last part of the stack trace. BooleanWeight.java:385 always get the score with randomAccess=false, which again will ignore any IndexOrDocValuesQuery improvements. Weight#bulkScorer should probably use the scorerSupplier method instead of the scorer method internally.",
LUCENE-7749,"Hi Martin, thanks for looking at the patch. It is expected that BulkScorer always gets a scorer with randomAccess=false since bulk scorers always need to return all matching documents. I don't think this is an issue. The stack trace that you shared happened because the query cache noticed that a BooleanQuery that is part of your query tree (it might be your top-level query) is being reused, and so it decides to build a cache entry for it (LRUQueryCache$CachingWrapperWeight.cache). Building a cache entry requires to consume all documents that match the query, so it makes sense that the scorer is created with randomAccess=false. Note that the fact that the boolean scorer is created with randomAccess=false does not necessarily mean that all scorers of sub clauses of the BooleanQuery will be created with randomAccess=false too: if the query is a conjunction then only the clauses that have the lowest cost will be created with randomAccess=false. As a consequence, the IndexOrDocValues optimization still applies if the range query is not the least costly clause.",
LUCENE-7749,"I see. Thank you for checking ! One last suggestion: Weight#scorer method seems quite prone to confusion with the Weight#scorerSupplier, and could lead to additionnal problems like it happened with the LRUQueryCache. Wouldnt it be safer to expose only Weight#scorerSupplier, and make the Weight#scorer method protected ?",
LUCENE-7749,"I agree it is a bit error-prone and removing the scorer method or hiding it would fix the issue. The way I have been approaching this issue is that it is a fairly new and experimental API so I'd like to keep it optional for now (ie. query impls do not have to implement this method). Now that this feature is released, hopefully we'll get feedback about how well it works, which will in-turn give us opportunities to improve this API and once we are more confident about it, we can think about removing the trap that you observed. For the record, this is my personal opinion and might not be shared by other people who work on this project.",
LUCENE-7749,"I agree, refactoring and api improvement should not be part of patch versions. Current code is good enough for the moment, and that could be improved as part of a more global refactoring in the future.",
LUCENE-7755,Here is a patch.,
LUCENE-7755,+1 good catch!,
LUCENE-7757,"I suspect this is a duplicate of LUCENE-7719 based on the non-ASCII text I see in your example?  In 6.4.3, prefix queries were fixed – LUCENE-7717 but wildcard queries (not a simple prefix) were pushed off until someone has time to fix.",
LUCENE-7757,"Yes, most documents (if not all) in our index will have non-ascii characters  (although I'm not sure I can locate them in the example above). I have tried to index a document without non-ascii characters, but highlighting for that document is still empty. Are you saying that the presence of non-ascii characters in the index will mess highlighting up for all documents? Thanks, Bjarke",
LUCENE-7757,"I got to the bottom of this one; it's tricky.  I see two issues: 1. The UH's PhraseHelper uses WeightedSpanTermExtractor to convert the query to a SpanQuery.  WSTE has no knowledge of  ComplexPhraseQuery so it has some fallback logic.  PhraseHelper overrides isQueryUnsupported but it has a lingering TODO with a return true, thus any any query not known in advance is not going to be highlighted.  I think this should be modified to return false.  I did that locally and I also found it to then be necessary to override getLeafContext() to return a dummy context.  The PH can't produce a real leaf context (here) because this is the stage at which it is merely analyzing the query, no possible wildcard expansion is done (yet).  The query worked in the original Highlighter because there is no split phase. 2. ComplexPhraseQueryParser produces a special Query subclass ComplexPhraseQuery.  CPQ implements rewrite() that also calls rewrite() on the clauses.  It expects a real (not a dummy) leaf context.  So this works from a query execution standpoint, but I think it would be more friendly with the UH if CPQ didn't cascade the rewrite.  It's not a simple matter of commenting out the cascaded rewrite though... I will investigate further when I have more time.",
LUCENE-7758,"This behaviour is irrational. Well, this is not exactly true. This is a token filter, meaning it can be applied on top on any set of other token filters. Now imagine that someone is applying edge n-grams on top of synonyms, this could generate broken offsets (going backwards for instance) so keeping the original offsets is the only safe move. A workaround to this issue is to use the (edge) n-gram tokenizers (as opposed to filters), which also have a protected isTokenChar method that can be overriden in case you want to eg. split on whitespaces.",
LUCENE-7758,"This behaviour is irrational. Well, this is not exactly true. This is a token filter, meaning it can be applied on top on any set of other token filters. Now imagine that someone is applying edge n-grams on top of synonyms, this could generate broken offsets (going backwards for instance) so keeping the original offsets is the only safe move. A workaround to this issue is to use the (edge) n-gram tokenizers (as opposed to filters), which also have a protected isTokenChar method that can be overriden in case you want to eg. split on whitespaces.",
LUCENE-7758,"Now imagine that someone is applying edge n-grams on top of synonyms, this could generate broken offsets (going backwards for instance) so keeping the original offsets is the only safe move. But why one feature should break another? I don't use synonyms or something like that, but I have no possibility to use token filter with properly offsets. A workaround to this issue is to use the (edge) n-gram tokenizers (as opposed to filters). Such workaround applicable only to cases when input text can be simple splitted on specified characters. In my case I want to use icu_tokenizer before edge_ngram for properly split by words. For example, imagine japan language.",
LUCENE-7758,"I agree with what you are saying, it would like to have the ability to modify offsets in the cases that it makes sense too. I just wanted to react to your comment that the current behaviour is irrational. Moreover, I would not be surprised that highlighting the entire token is a desired behaviour for some users. I haven't thought about it much but it feels to me that we would need a way to annotate token streams in order to know whether the content of the CharTermAttribute matches the original text between the offsets stored in the OffsetAttribute if we want to change offsets safely.",
LUCENE-7758,"I just wanted to react to your comment that the current behaviour is irrational. Ok, in other words: unexpected and may be confusing from the point of view of the average user. I would not be surprised that highlighting the entire token is a desired behaviour for some users. I think for such cases just should be implemented possibility to behaviour tuning, for example parameter like inherit_offsets: true | false.",
LUCENE-7758,"Moreover, I would not be surprised that highlighting the entire token is a desired behaviour for some users. This is correct. Modifying offsets inside a TokenFilter is not going to be correct for highlighting for the reasons you are mentioning. This is a general issue with all token filters that are splitting tokens: The ""famous"" example is WordDelimiterFilter. Assigning offsets is the responsibility of tokenizers. Tokenfilters should just look at tokens and modify them, but not split them or change their offsets. In addition, highlighting is not meant to produce ""exact"" explanations of every analysis step. It is more meant to allow highlighting whole tokens afterwards, so the user has an idea, which token was responsible for a hit.",
LUCENE-7758,"Assigning offsets is the responsibility of tokenizers. Tokenfilters should just look at tokens and modify them, but not split them or change their offsets. But tokenizer can be only one, so there is no way to get tokens different than produced by specific single tokenizer. No way to customize without writing your own tokenizers. It is possible to combine token filters, but not tokenizers. In addition, highlighting is not meant to produce ""exact"" explanations of every analysis step. It is more meant to allow highlighting whole tokens afterwards, so the user has an idea, which token was responsible for a hit. I think this should be decided by Lucene users, not by anyone else. When you project your index and search behaviour, only you can decide how it should work based on your project requirements.",
LUCENE-7759,"Sigh, +1.",
LUCENE-7760,"Agreed. From http://mail-archives.apache.org/mod_mbox/lucene-java-user/201611.mbox/%3c36FCFD77-D873-4757-9D16-E89016F169E6@gmail.com%3e, where I most recently responded to a user question about the situation - this should be useful as a seed for javadoc fixes",
LUCENE-7760,OK thanks for the history here Steve Rowe ... I will fixup the javadocs based on this.,
LUCENE-7760,"Patch, improving the javadocs and adding a couple test cases ...",
LUCENE-7760,"Agreed. Tests look good.  I like your simplification of my explanation (""[long tokens] are chopped up at [maxTokenLength] and emitted as multiple tokens""); a more precise description about rule matching, including the possibility of emitted tokens not being e",
LUCENE-7760,"Oh, I forgot to mention: UAX29URLEmailTokenizer has the same issue, and would benefit from the same javadoc fix (and tests).",
LUCENE-7760,Thanks Steve Rowe; I'll do the same for UAX29URLEmailTokenizer.,
LUCENE-7760,"Another iteration, also fixing UAX29URLEmailTokenizer.  I also carried over the max token length check from StandardAnalyzer.",
MTOMCAT-103,does the file smapi-1.0-war-exec.jar contains the war file smapi-1.0.war ? As it looks to not be here: how do you configure the mojo in your pom ? ,
MTOMCAT-103,"I have unziped the smapi1.0-war-exec.jar file and in it I see the smapi-1.0.war file. I think it is finding the war, other wise I would be seeing the zip file exception that I saw when running it from the wrong directory. Here is how I have the plugin configured in the pom.",
MTOMCAT-103,should be fixed now. issue with path started with /. If you still have issues add a comment with stack trace. Thanks. ,
MTOMCAT-103,Integrated in TomcatMavenPlugin #56 (See https://builds.apache.org/job/TomcatMavenPlugin/56/). do not record jar entry starting with / remove it.,
MTOMCAT-103,That fixed it for me.  Thanks so much for your fast resolution.  This is an amazing plug-in keep up the good work. ,
MTOMCAT-104,some fixes has been committed do you still have the issue ?,
MTOMCAT-104,Nope this appears to be fixed. ,
MTOMCAT-105,"It looks the war generated by your project is not generated. Does your project produce a war file ? To trigger exec-war-only goal in the package phase, your execution block must be in build/plugins/plugin rather than in pluginManagement section. ",
MTOMCAT-105,"Aha, i see ! Yes, it's just like you said, now the the goal is triggered when doing the package phase. Thank you ! This should be another question, but still i got error when trying to run it with java. Strange that it's looking in the naming, since i got the file in here (i check the file's existence after extracting the executable war). And yup, it works fine in tomcat7:run. Out of topic question : Do you have a mailing list or a group or forum where i can ask questions ? I feel bad about making issues without first discussing it. =)",
MTOMCAT-105,Can I have a sample application  to reproduce that ? ,
MTOMCAT-105,"Here is the simple app attachment, whose executable war runs wrongly, with the error of java.io.FileNotFoundException: jndi:/localhost/BasicSetup/WEB-INF/faces-config.xml ",
MTOMCAT-105,can you try with enabling naming.,
MTOMCAT-105,"Thanks for the fast response ! I added that in the plugin configuration, still the same FNFE. And then i tried experimenting the 'useNaming', setting both of the config to true and false, but still the same FNFE. Just a wild guess from googling around if this has something to do with the classloader classpath where it couldnt see the content of the war that has the WEB-INF/faces-config.xml ? ",
MTOMCAT-105,any way you provide a sample project to reproduce that ? BTW some changes has been applied could you retry if you still have the issues ? ,
MTOMCAT-105,please provide more infos. ,
MTOMCAT-106,"please attach a patch file and check ""Grant license to ASF for inclusion in ASF works (as per the Apache License §5)"" Thanks! ",
MTOMCAT-106,"Just attached a patch. For a prettified preview, go to: https://github.com/apache/tomcat-maven-plugin/pull/1/files ",
MTOMCAT-106,to prevent too much complicated xml configuration. I would prefer : ExtraDependency extend Dependency ,
MTOMCAT-106,"Me too! But due to my (great) lack of skills as a Java programmer, I was unable to obtain the desired set of classes... so I just sticked with what I found for warDependencies and hacked the code with a bit of copy & paste & rename. Maybe you can properly refactor the patch? ",
MTOMCAT-106,you are using mvn 2.x ? ,
MTOMCAT-106,"Yep, 2.2.1 ",
MTOMCAT-106,ok. fyi You won't have this issue with 3.x. BTW I have to fix that  ,
MTOMCAT-106,"Thank you. At the moment I have to keep the software I'm co-working on, at version 2.2.1 because it's quite complex and many components and features need to be re-thinked before we can upgrade to mvn 3. We will approach mvn 3 during 2012 for sure, but for the next release we really look forward for your fix. Thank you again for your great work and quick response",
MTOMCAT-106,patch not used. Implemented with a more easy solution. SNAPSHOT deployed to http://repository.apache.org/content/groups/snapshots-group/. reopen if you still have issue. ,
MTOMCAT-106,"attached patch not used, implements a more simple solution.",
MTOMCAT-106,"Thank you, works fine ",
MTOMCAT-108,"I've tested this patch on Mac OSX 10.6.8, Fedora Core 16, and Redhat Linux 5.4. It handles, httpPort not being set so only https starts up it adds 3 options to the startup -keyAlias -clientAuth. It checks for the 6 -Djavax.net.ssl properties for setting up key and trust stores. I also added PasswordUtil to allow the passwords to be obfuscated (a security requirement for some systems is no passwords in clear text ... I know obfuscation is like closing your front door and hoping know one uses the peep hole). I've confirmed function as best I can with and without http turned on and with and without clientAuth.  It appears to be working correctly. ",
MTOMCAT-108,@Brad looks a good patch. Note the maven plugin use the maven code formatting: http://maven.apache.org/developers/conventions/code.html ,
MTOMCAT-108,btw regarding this obfuscate stuff I wonder how it's secured as the deobfuscate method is open source  ,
MTOMCAT-108,"Oliver, 1. Sorry about the formatting I tried to follow what you had, as odd as it looked.  If you can't take it as is then I'll have to fix it on Monday. 2. As for the obfuscate stuff, its most definitely breakable but at least 'protects' it from prying",
MTOMCAT-108,"why not reading the password from a file ? And -httpsPasswordFile= (the file will contains only the password) this comment ""Lifted from Jetty org.mortbay.jetty.security.Password"" can/will lead in some ip issues. With such source code import, license headers must be preserve and I don't see that in your patch. ",
MTOMCAT-108,"Reading plain text from a file wouldn't help the security scan software would still find it, it needs to be non-human-readable. Uses the Apache 2.0 License which says I can reuse the code and I just put your style of comment in the header so it would match the rest of your code. ",
MTOMCAT-108,1. Cleaned up formatting. 2. Added a @see to PaswordUtil pointing back to Jetty Source. 3. Will apply cleanly after your patch to MTOMCAT-109 ,
MTOMCAT-108,applied. SNAPSHOT will deployed by jenkins build. Reopen if any issues. Thanks for the patch! ,
MTOMCAT-108,MTOMCAT-108 The httpsPort flag starts another http thread not an https thread Submitted by Brad Giaccio.,
MTOMCAT-108,How long will it take for this to make its way to the Maven repo?   ,
MTOMCAT-108,"Keith until a release, Currently you can use 2.0-SNAPSHOT to test. see http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/snapshot-test.html ",
MTOMCAT-108,"Olivier.  Sorry, I meant when will it be available in the SNAPSHOT?  Currently the SNAPSHOT is showing a last build date of Novermber 11th, 2011. ",
MTOMCAT-108,"Keith what Repository are you looking in https://repository.apache.org/content/groups/snapshots-group/org/apache/tomcat/maven/tomcat7-war-runner/2.0-SNAPSHOT/ The files from Tue Dec 20 00:16:29 UTC 2011, the ones after  that (i.e Today) appear to have fi",
MTOMCAT-108,http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/snapshot-test.html says https://repository.apache.org/content/groups/snapshots-group ,
MTOMCAT-108,"My bad, I was looking at the old repo location. Keith On Wed, Dec 21, 2011 at 1:51 PM, Olivier Lamy (Commented)",
MTOMCAT-118,Code,
MTOMCAT-118,apologizes mvn --version output attached to environment field ,
MTOMCAT-118,argh I see this can work only with 3.0.3+. I will fix that but until you must use 3.0.3/3.0.4 ,
MTOMCAT-118,Thanks for the work around - I've no problem with upgrading maven anyway ,
MTOMCAT-118,before 3.0.3 maven doesn't support mojo fields Collections other than String,
MTOMCAT-119,"The reason for this is actually in org.apache.catalina.startup.ContextConfig processContextConfig implementation for tomcat 7, which is different from tomcat 6.  Digging into that code shows in tomcat 6 some careful ""does this file exist?"" checks before any xml stream parsing happens.  In tomcat 7 an InputSource is created against the file without checking for the file's existence (which is allowed).  After that an attempt is made to create a stream from that InputSource, which fails, but moving forward from that the method only checks for the presence/absence of the InputSource instance instead of whether or not the stream was created successfully. Whether this is a bug in tomcat 7 or not I do not know.",
MTOMCAT-119,"I'm attaching perhaps a simpler example to replicate the matter.  This attached sample works fine, because in webapps/META-INF I have a context.xml file with this content:  To test the sample, from the base root, run. mvn clean install tomcat:run-war Then check from a browser: http://localhost:8080/doubleit/services/doubleit?wsdl that you can see a WSDL document (i.e., working). If I remove the context.xml file, I get the similar file-not-found exception as the original poster. ",
MTOMCAT-119,"Patch attached.  Note one slight potential drawback, is that now both tomcat7:run & tomcat7:run-war will check for the default META-INF/context.xml if contextFile is not explicitly configured (and use that file), however neither will report anything if that file is not present (as it doesn't need to be).  In the past only tomcat7:run-war checks for that file if contextFile is not set. This patch fixes the exception because now if META-INF/context.xml is not present (and contextFile not explicitly configured for another file), no file is sent to Tomcat and hence the latter will use whatever context defaults it uses.  However, if you explicitly configure any file via contextFile that doesn't exist Tomcat will continue to throw a File Not Found exception (as it should), alerting the developer to the problem. Unrelated issue fixed, in AbstractRunWarMojo the @Parameter property ""maven.tomcat.warDirectory"" was not defined, making users unable to provide a setting via the CLI -Dmaven.tomcat.warDirectory option (although it is defined in that class' parent AbstractRunMojo, I've found there's no inheritance of individual @Parameter values, just the @Parameter tag itself.) ",
MTOMCAT-119,fixed http://svn.apache.org/r1432054. Thanks ! ,
MTOMCAT-119,MTOMCAT-119 tomcat7:run-war fails because it expects META-INF\context.xml. Submitted by Glen Mazza (Revision 1432054),
MTOMCAT-123,Test project that demonstrates bug. ,
MTOMCAT-123,fixed r1297241. SNAPSHOT deployed. ,
MTOMCAT-123,MTOMCAT-123 Can't add test scoped dependency filters to web.xml. (Revision 1297241),
MTOMCAT-125,Do you have more logs ? (especially container start ). How do you add dependency on your jdbc driver when you use the plugin ?,
MTOMCAT-125,"I add the jdbc driver and commons-dbcp to the plugin's dependencies. I have a sample project, but I donot know how to attach it here. I have posted it in the mailing list. ",
MTOMCAT-125,I attached the sample for reproducing it. ,
MTOMCAT-128,fixed. If you could try 2.1-SNAPSHOT. ,
MTOMCAT-128,MTOMCAT-128 The plugin ignores and/or parses web.xml incorrectally when using tomcatWebXml option (Revision 1440473),
MTOMCAT-128,"I can't, receiving 302 Found error.",
MTOMCAT-128,any network issues accessing to  http://repository.apache.org/content/repositories/snapshots ? what is the content of those files:,
MTOMCAT-128,"Yes, I have this problem.",
MTOMCAT-128,weird which maven version are you using ? Last one follow redirect. To fix that you can probably use directly https://repository.apache.org/content/repositories/snapshots as snapshots repository. (note https rather than http) ,
MTOMCAT-128,Can you access this URL https://repository.apache.org/content/repositories/snapshots/org/sonatype/plugins/maven-metadata.xml?,
MTOMCAT-128,why this groupId org.sonatype.plugins ?? this is not something hosted @ asf ,
MTOMCAT-128,Is there anything wrong here?,
MTOMCAT-128,so maven see 404 and doesn't care of that. Can you cleanup your local repo ? then try again with -U,
MTOMCAT-128,Code,
MTOMCAT-128,Please use https://repository.apache.org/content/repositories/snapshots (note it's httpS ) as maven 3.0.3 can have issues with following redirect and/or upgrade to maven 3.0.4 ,
MTOMCAT-128,"I've update maven to 3.0.4. But, It seems that the fix didn't no effect.",
MTOMCAT-128,please provide a sample project to reproduce. ,
MTOMCAT-128,Sample maven project ,
MTOMCAT-128,Thanks. But I understand more your trouble now. tomcatWebXml field is to override the usual global web.xml used by tomcat (usually located in $CATALINA_HOME/conf/web.xml). See in  target/tomcat/conf/web.xml. But what you can do to have interpolations of src/main/webapp/WEB-INF/web.xml is something like that,
MTOMCAT-128,"Hi. Just one question: why tomcatWebXml field is used to override the usual global one if I'm using an embedded Tomcat server? Shouldn't, thus, exist the embeddedTomcatWebXml field as well? Regards ",
MTOMCAT-128,"Hello, we are in the same situation, we need to use a web.xml not placed in WEB-INF/classes, in order to use the maven-filtered one, that is available in ""target"" directory not in ""src/main/webapp"" directory. I just modified tomcat7-maven-plugin to add a new parameter, just adding those lines to AbstractRunMojo.java. Regards. ",
MTOMCAT-129,"A workaround is to run maven with -Dmaven.tomcat.path="""" and don't set <path> to something else in the plugin's configuration (<path></path> is ok) ",
MTOMCAT-133,"I try to map servlet to ""/"" in web.xml, that works. For information, in Spring documentation, you have this quote. Mapping to '/' under Tomcat. Apache Tomcat maps its internal DefaultServlet to ""/"", and on Tomcat versions <= 7.0.14, this servlet mapping cannot be overridden programmatically. 7.0.15 fixes this issue. Overriding the ""/"" servlet mapping has also been tested successfully under GlassFish 3.1.The related issue in tomcat : https://issues.apache.org/bugzilla/show_bug.cgi?id=51278",
MTOMCAT-133,"Here is new information to solve this bug: The code to add mapping. In Tomcat 7 standalone, the conflits set is empty. In Maven Tomcat 7 plugin, the conflicts set contains the String ""/"". I investigate, and one difference I found is that the ""Wrapper"" for the jsp servlet and the default servlet is ""overridable"" in tomcat 7 but not in maven plugin context.",
MTOMCAT-133,"The difference comes from the declaration of default servlets. In the plugin, the declaration is made into ""Tomcat"" class, in the method initWebappDefaults. And in this way, the wrapper is not set as overridable.",
MTOMCAT-133,fixed. ,
MTOMCAT-133,Code,
MTOMCAT-134,Proposed fix ,
MTOMCAT-134,patch applied. Thanks! ,
MTOMCAT-134,Code,
MTOMCAT-135,Code,
MTOMCAT-136,can you paste running mvn -e ?,
MTOMCAT-136,Code,
MTOMCAT-136,more details I need: do you have a dependency of type war in your project ?,
MTOMCAT-136,should be fixed now. SNAPSHOT deployed. ,
MTOMCAT-136,Code,
